RT
0.043995859
0.030020704
0.019733437
0.029179607
0.033902692
0.027368012
0.031444099
0.029244306
0.045807453
0.025232919
0.026332816
0.020962733
0.01889234
0.016369048
0.032414596
0.01572205
0.019927536
0.03435559
0.025944617
0.034873188
0.025232919
0.044189959
0.018115942
0.019215839
0.041990166
0.033773292
0.048913043
0.032608696
0.034743789
0.050401139
0.063988095
0.022062629
0.029179607
0.018957039
0.012163561
0.021415631
0.024780021
0.042507764
0.041472567
0.025815217
0.023615424
0.027756211
0.026915114
0.040049172
0.054865424
0.057194617
0.030020704
0.027497412
0.03429089
0.038755176
0.042054865
0.052277433
0.022968427
0.070652174
0.070069876
0.089285714
0.077963251
0.030020704
0.041019669
0.048913043
0.075957557
0.047360248
0.047166149
0.045031056
0.045872153
0.049754141
0.046001553
0.063405797
0.038819876
0.052924431
0.035390787
0.08139234
0.03739648
0.081780538
0.078804348
0.046066253
0.03752588
0.072204969
0.037784679
0.064893892
0.035002588
0.043931159
0.10009058
0.031444099
0.049754141
0.03429089
0.05311853
0.027691511
0.056871118
0.054218427
0.042572464
0.039143375
0.070910973
0.029114907
0.044060559
0.032802795
0.062888199
0.03739648
0.026979814
0.0313147
0.0313147
0.030667702
0.024068323
0.050401139
0.067611284
0.024197723
0.088315217
0.071040373
0.09685559
0.044966356
0.084950828
0.062176501
0.06567029
0.116136128
0.076475155
0.030991201
0.104231366
0.068128882
0.060753106
0.044966356
0.087927019
0.098278986
0.059135611
0.236542443
0.105848861
0.077639752
0.083527433
0.074145963
0.055771222
0.069293478
0.054218427
0.055124224
0.057647516
0.034808489
0.047036749
0.061270704
0.167507764
0.037914079
0.055059524
0.082168737
0.0626294
0.079710145
0.083203934
0.052536232
0.037008282
0.039272774
0.067675983
0.03746118
0.038237578
0.044642857
0.03759058
0.059782609
0.16576087
0.038172878
0.050659938
0.05939441
0.031638199
0.046713251
0.047360248
0.054930124
0.07802795
0.174107143
0.197981366
0.407349896
0.107207557
0.326216356
0.084627329
0.138134058
0.175595238
0.062952899
0.055900621
0.091420807
0.033126294
0.031055901
0.028467909
0.032543996
0.016498447
0.105590062
0.118982919
0.086244824
0.046713251
0.03125
0.050789337
0.096079193
0.054994824
0.038561077
0.097955487
0.035973085
0.032932195
0.013328157
0.033320393
0.023615424
0.023291925
0.027109213
0.03448499
0.024197723
0.049301242
0.035584886
0.072657867
0.015139752
0.042831263
0.037914079
0.070134576
0.058941511
0.025556418
0.012034161
0.044901656
0.059847308
0.02801501
0.03746118
0.020380435
0.112254141
0.186529503
0.016369048
0.019086439
0.050465839
0.024456522
0.023938923
0.024068323
0.036684783
0.032026398
0.034808489
0.03442029
0.047489648
0.033061594
0.030214803
0.023809524
0.020574534
0.033708592
0.030538302
0.046325052
0.018115942
0.027691511
0.036555383
0.022774327
0.02199793
0.033579193
0.019668737
0.025556418
0.026009317
0.020703934
0.029761905
0.034679089
0.014428054
0.022903727
0.024780021
0.030020704
0.019733437
0.017921843
0.016563147
0.018957039
0.030085404
0.031896998
0.022256729
0.01255176
0.021221532
0.005111284
0.019474638
0.017016046
0.025621118
0.013263458
0.026915114
0.015463251
0.012875259
0.01242236
0.018245342
0.012034161
0.017792443
0.014169255
0.070587474
0.071428571
0.035455487
0.118918219
0.055835921
0.077251553
0.066123188
0.076022257
0.040049172
0.031573499
0.076086957
0.061400104
0.057582816
0.05932971
0.042701863
0.051371636
0.042960663
0.065023292
0.038172878
0.065864389
0.077963251
0.050983437
0.070069876
0.10313147
0.045807453
0.046066253
0.117494824
0.105395963
0.028532609
0.049171843
0.044966356
0.053830228
0.038625776
0.044578157
0.044125259
0.031767598
0.055512422
0.059976708
0.052665631
0.038431677
