Attribution,Sub,TrialID,TrialType,InstructionType,ObjNumber,Position
0,0.096153846,0.581818182,0,0.666666667,0,0.333333333
0,0.096153846,0.727272727,1,0,1,0.5
0,0.096153846,0.145454545,0,0.666666667,0,0
0,0.115384615,0.236363636,1,0,0,0.666666667
0,0.115384615,0.745454545,1,0,1,0.5
0,0.115384615,0.381818182,1,1,0,0.666666667
0,0.115384615,0.290909091,1,0.333333333,0,0.666666667
0,0.115384615,0.090909091,0,0.333333333,0,0
0,0.115384615,0.4,1,1,0,0.666666667
0,0.115384615,0.763636364,1,0,1,0.833333333
0,0.115384615,0.927272727,1,0.666666667,1,0.833333333
0,0.115384615,1,1,1,1,0.833333333
0,0.115384615,0.527272727,1,0.333333333,0,0.333333333
0,0.115384615,0.418181818,1,1,0,0.666666667
0,0.115384615,0.618181818,0,0.666666667,0,1
0,0.115384615,0.872727273,1,0.666666667,1,0.5
0,0.115384615,0.218181818,1,0,0,0.666666667
0,0.115384615,0.509090909,0,0.333333333,0,0.333333333
0,0.115384615,0.436363636,0,0,0,0.333333333
0,0.115384615,0.254545455,1,0,0,0.666666667
0,0.115384615,0.018181818,0,0,0,0
0,0.115384615,0.563636364,1,0.333333333,0,1
0,0.115384615,0.109090909,0,0.666666667,0,0
0,0.115384615,0.309090909,1,0.333333333,0,0.666666667
0,0.115384615,0.363636364,1,0.666666667,0,0.666666667
0,0.115384615,0.8,1,0.333333333,1,0.5
0,0.115384615,0.909090909,1,0.666666667,1,0.833333333
0,0.115384615,0.072727273,0,0.333333333,0,0
0,0.115384615,0.036363636,0,0,0,0
0,0.115384615,0.945454545,1,1,1,0.5
0,0.115384615,0.963636364,1,1,1,0.5
0,0.115384615,0.836363636,1,0.333333333,1,0.833333333
0,0.115384615,0.818181818,1,0.333333333,1,0.5
0,0.115384615,0.163636364,0,1,0,0
0,0.115384615,0.272727273,1,0.333333333,0,0.666666667
0,0.115384615,0.690909091,0,1,0,1
0,0.115384615,0.636363636,1,0.666666667,0,1
0,0.115384615,0.709090909,1,1,0,1
0,0.115384615,0.054545455,0,0.333333333,0,0
0,0.115384615,0.854545455,1,0.333333333,1,0.833333333
0,0.115384615,0.145454545,0,0.666666667,0,0
0,0.115384615,0,0,0,0,0
0,0.115384615,0.345454545,1,0.666666667,0,0.666666667
0,0.115384615,0.2,0,1,0,0
0,0.115384615,0.6,1,0.666666667,0,0.333333333
0,0.115384615,0.727272727,1,0,1,0.5
0,0.115384615,0.545454545,0,0.333333333,0,1
0,0.115384615,0.490909091,1,0,0,1
0,0.115384615,0.581818182,0,0.666666667,0,0.333333333
0,0.115384615,0.472727273,0,0,0,1
0,0.115384615,0.327272727,1,0.666666667,0,0.666666667
0,0.115384615,0.127272727,0,0.666666667,0,0
0,0.115384615,0.981818182,1,1,1,0.833333333
0,0.115384615,0.781818182,1,0,1,0.833333333
0,0.115384615,0.454545455,1,0,0,0.333333333
0,0.115384615,0.181818182,0,1,0,0
0,0.115384615,0.890909091,1,0.666666667,1,0.5
0,0.134615385,1,1,1,1,0.833333333
0,0.134615385,0.363636364,1,0.666666667,0,0.666666667
0,0.134615385,0.818181818,1,0.333333333,1,0.5
0,0.134615385,0.745454545,1,0,1,0.5
0,0.134615385,0.6,1,0.666666667,0,0.333333333
0,0.134615385,0.018181818,0,0,0,0
0,0.134615385,0.254545455,1,0,0,0.666666667
0,0.134615385,0.781818182,1,0,1,0.833333333
0,0.134615385,0.381818182,1,1,0,0.666666667
0,0.134615385,0.527272727,1,0.333333333,0,0.333333333
0,0.134615385,0.763636364,1,0,1,0.833333333
0,0.134615385,0.272727273,1,0.333333333,0,0.666666667
0,0.134615385,0.054545455,0,0.333333333,0,0
0,0.134615385,0.581818182,0,0.666666667,0,0.333333333
0,0.134615385,0.963636364,1,1,1,0.5
0,0.134615385,0.981818182,1,1,1,0.833333333
0,0.134615385,0.927272727,1,0.666666667,1,0.833333333
0,0.134615385,0.636363636,1,0.666666667,0,1
0,0.134615385,0.236363636,1,0,0,0.666666667
0,0.134615385,0.109090909,0,0.666666667,0,0
0,0.134615385,0.090909091,0,0.333333333,0,0
0,0.134615385,0.872727273,1,0.666666667,1,0.5
0,0.134615385,0.454545455,1,0,0,0.333333333
0,0.134615385,0.727272727,1,0,1,0.5
0,0.134615385,0.945454545,1,1,1,0.5
0,0.134615385,0.072727273,0,0.333333333,0,0
0,0.134615385,0.854545455,1,0.333333333,1,0.833333333
0,0.134615385,0.4,1,1,0,0.666666667
0,0.134615385,0.8,1,0.333333333,1,0.5
0,0.134615385,0.345454545,1,0.666666667,0,0.666666667
0,0.134615385,0.836363636,1,0.333333333,1,0.833333333
0,0.134615385,0.181818182,0,1,0,0
0,0.134615385,0.309090909,1,0.333333333,0,0.666666667
0,0.134615385,0.036363636,0,0,0,0
0,0.134615385,0.490909091,1,0,0,1
0,0.134615385,0.163636364,0,1,0,0
0,0.134615385,0.2,0,1,0,0
0,0.134615385,0.618181818,0,0.666666667,0,1
0,0.134615385,0.909090909,1,0.666666667,1,0.833333333
0,0.134615385,0.290909091,1,0.333333333,0,0.666666667
0,0.134615385,0.890909091,1,0.666666667,1,0.5
0,0.134615385,0.418181818,1,1,0,0.666666667
0,0.134615385,0.472727273,0,0,0,1
0,0.134615385,0.436363636,0,0,0,0.333333333
0,0.134615385,0.509090909,0,0.333333333,0,0.333333333
0,0.134615385,0.563636364,1,0.333333333,0,1
0,0.134615385,0.218181818,1,0,0,0.666666667
0,0.134615385,0.545454545,0,0.333333333,0,1
0,0.134615385,0.690909091,0,1,0,1
0,0.134615385,0.127272727,0,0.666666667,0,0
0,0.134615385,0,0,0,0,0
0,0.134615385,0.145454545,0,0.666666667,0,0
0,0.134615385,0.327272727,1,0.666666667,0,0.666666667
0,0.134615385,0.709090909,1,1,0,1
0,0.153846154,0.090909091,0,0.333333333,0,0
0,0.153846154,0.618181818,0,0.666666667,0,1
0,0.153846154,0.163636364,0,1,0,0
0,0.153846154,0.490909091,1,0,0,1
0,0.153846154,0.036363636,0,0,0,0
0,0.153846154,0.636363636,1,0.666666667,0,1
0,0.153846154,0.272727273,1,0.333333333,0,0.666666667
0,0.153846154,0.309090909,1,0.333333333,0,0.666666667
0,0.153846154,0.145454545,0,0.666666667,0,0
0,0.153846154,0.963636364,1,1,1,0.5
0,0.153846154,0.709090909,1,1,0,1
0,0.153846154,0.927272727,1,0.666666667,1,0.833333333
0,0.153846154,0,0,0,0,0
0,0.153846154,0.436363636,0,0,0,0.333333333
0,0.153846154,0.454545455,1,0,0,0.333333333
0,0.153846154,0.4,1,1,0,0.666666667
0,0.153846154,0.345454545,1,0.666666667,0,0.666666667
0,0.153846154,0.054545455,0,0.333333333,0,0
0,0.153846154,0.763636364,1,0,1,0.833333333
0,0.153846154,0.181818182,0,1,0,0
0,0.153846154,0.363636364,1,0.666666667,0,0.666666667
0,0.153846154,0.581818182,0,0.666666667,0,0.333333333
0,0.153846154,0.072727273,0,0.333333333,0,0
0,0.153846154,0.981818182,1,1,1,0.833333333
0,0.153846154,0.745454545,1,0,1,0.5
0,0.153846154,0.890909091,1,0.666666667,1,0.5
0,0.153846154,0.690909091,0,1,0,1
0,0.153846154,0.836363636,1,0.333333333,1,0.833333333
0,0.153846154,0.563636364,1,0.333333333,0,1
0,0.153846154,0.472727273,0,0,0,1
0,0.153846154,0.8,1,0.333333333,1,0.5
0,0.153846154,0.418181818,1,1,0,0.666666667
0,0.153846154,0.6,1,0.666666667,0,0.333333333
0,0.153846154,0.781818182,1,0,1,0.833333333
0,0.153846154,0.127272727,0,0.666666667,0,0
0,0.153846154,0.509090909,0,0.333333333,0,0.333333333
0,0.153846154,1,1,1,1,0.833333333
0,0.153846154,0.527272727,1,0.333333333,0,0.333333333
0,0.153846154,0.909090909,1,0.666666667,1,0.833333333
0,0.153846154,0.327272727,1,0.666666667,0,0.666666667
0,0.153846154,0.818181818,1,0.333333333,1,0.5
0,0.153846154,0.945454545,1,1,1,0.5
0,0.153846154,0.290909091,1,0.333333333,0,0.666666667
0,0.153846154,0.2,0,1,0,0
0,0.153846154,0.727272727,1,0,1,0.5
0,0.153846154,0.381818182,1,1,0,0.666666667
0,0.153846154,0.109090909,0,0.666666667,0,0
0,0.153846154,0.236363636,1,0,0,0.666666667
0,0.153846154,0.018181818,0,0,0,0
0,0.153846154,0.545454545,0,0.333333333,0,1
0,0.153846154,0.218181818,1,0,0,0.666666667
0,0.153846154,0.854545455,1,0.333333333,1,0.833333333
0,0.153846154,0.872727273,1,0.666666667,1,0.5
0,0.153846154,0.254545455,1,0,0,0.666666667
0,0.173076923,0.836363636,1,0.333333333,1,0.833333333
0,0.173076923,1,1,1,1,0.833333333
0,0.173076923,0.945454545,1,1,1,0.5
0,0.173076923,0.090909091,0,0.333333333,0,0
0,0.173076923,0.545454545,0,0.333333333,0,1
0,0.173076923,0.145454545,0,0.666666667,0,0
0,0.173076923,0.236363636,1,0,0,0.666666667
0,0.173076923,0.8,1,0.333333333,1,0.5
0,0.173076923,0.163636364,0,1,0,0
0,0.173076923,0,0,0,0,0
0,0.173076923,0.509090909,0,0.333333333,0,0.333333333
0,0.173076923,0.890909091,1,0.666666667,1,0.5
0,0.173076923,0.6,1,0.666666667,0,0.333333333
0,0.173076923,0.690909091,0,1,0,1
0,0.173076923,0.363636364,1,0.666666667,0,0.666666667
0,0.173076923,0.418181818,1,1,0,0.666666667
0,0.173076923,0.872727273,1,0.666666667,1,0.5
0,0.173076923,0.2,0,1,0,0
0,0.173076923,0.036363636,0,0,0,0
0,0.173076923,0.309090909,1,0.333333333,0,0.666666667
0,0.173076923,0.636363636,1,0.666666667,0,1
0,0.173076923,0.436363636,0,0,0,0.333333333
0,0.173076923,0.345454545,1,0.666666667,0,0.666666667
0,0.173076923,0.290909091,1,0.333333333,0,0.666666667
0,0.173076923,0.745454545,1,0,1,0.5
0,0.173076923,0.327272727,1,0.666666667,0,0.666666667
