Attribution,Sub,TrialID,TrialType,InstructionType,ObjNumber,Position
0,0.192307692,0.763636364,1,0,1,0.833333333
0,0.192307692,0.545454545,0,0.333333333,0,1
0,0.192307692,0.618181818,0,0.666666667,0,1
0,0.192307692,0.509090909,0,0.333333333,0,0.333333333
0,0.192307692,0.381818182,1,1,0,0.666666667
0,0.192307692,0.418181818,1,1,0,0.666666667
0,0.192307692,0.327272727,1,0.666666667,0,0.666666667
0,0.192307692,0.563636364,1,0.333333333,0,1
0,0.192307692,0.272727273,1,0.333333333,0,0.666666667
0,0.192307692,0.018181818,0,0,0,0
0,0.192307692,0.890909091,1,0.666666667,1,0.5
0,0.192307692,0.836363636,1,0.333333333,1,0.833333333
0,0.192307692,0.127272727,0,0.666666667,0,0
0,0.192307692,0.981818182,1,1,1,0.833333333
0,0.192307692,0.636363636,1,0.666666667,0,1
0,0.192307692,0.109090909,0,0.666666667,0,0
0,0.192307692,1,1,1,1,0.833333333
0,0.192307692,0.745454545,1,0,1,0.5
0,0.192307692,0.927272727,1,0.666666667,1,0.833333333
0,0.192307692,0,0,0,0,0
0,0.192307692,0.472727273,0,0,0,1
0,0.192307692,0.345454545,1,0.666666667,0,0.666666667
0,0.192307692,0.145454545,0,0.666666667,0,0
0,0.192307692,0.254545455,1,0,0,0.666666667
0,0.192307692,0.036363636,0,0,0,0
0,0.192307692,0.218181818,1,0,0,0.666666667
0,0.192307692,0.163636364,0,1,0,0
0,0.192307692,0.6,1,0.666666667,0,0.333333333
0,0.192307692,0.2,0,1,0,0
0,0.192307692,0.4,1,1,0,0.666666667
0,0.192307692,0.054545455,0,0.333333333,0,0
0,0.192307692,0.490909091,1,0,0,1
0,0.192307692,0.236363636,1,0,0,0.666666667
0,0.192307692,0.818181818,1,0.333333333,1,0.5
0,0.192307692,0.709090909,1,1,0,1
0,0.192307692,0.072727273,0,0.333333333,0,0
0,0.192307692,0.363636364,1,0.666666667,0,0.666666667
0,0.192307692,0.527272727,1,0.333333333,0,0.333333333
0,0.192307692,0.309090909,1,0.333333333,0,0.666666667
0,0.192307692,0.290909091,1,0.333333333,0,0.666666667
0,0.192307692,0.181818182,0,1,0,0
0,0.192307692,0.581818182,0,0.666666667,0,0.333333333
0,0.192307692,0.8,1,0.333333333,1,0.5
0,0.192307692,0.945454545,1,1,1,0.5
0,0.192307692,0.963636364,1,1,1,0.5
0,0.192307692,0.854545455,1,0.333333333,1,0.833333333
0,0.192307692,0.872727273,1,0.666666667,1,0.5
0,0.192307692,0.090909091,0,0.333333333,0,0
0,0.192307692,0.436363636,0,0,0,0.333333333
0,0.192307692,0.690909091,0,1,0,1
0,0.192307692,0.909090909,1,0.666666667,1,0.833333333
0,0.192307692,0.727272727,1,0,1,0.5
0,0.192307692,0.454545455,1,0,0,0.333333333
0,0.192307692,0.781818182,1,0,1,0.833333333
0,0.211538462,0.690909091,0,1,0,1
0,0.211538462,0.381818182,1,1,0,0.666666667
0,0.211538462,0.872727273,1,0.666666667,1,0.5
0,0.211538462,0.309090909,1,0.333333333,0,0.666666667
0,0.211538462,0.290909091,1,0.333333333,0,0.666666667
0,0.211538462,0.527272727,1,0.333333333,0,0.333333333
0,0.211538462,0.4,1,1,0,0.666666667
0,0.211538462,0.545454545,0,0.333333333,0,1
0,0.211538462,0.054545455,0,0.333333333,0,0
0,0.211538462,0.090909091,0,0.333333333,0,0
0,0.211538462,0.490909091,1,0,0,1
0,0.211538462,1,1,1,1,0.833333333
0,0.211538462,0.036363636,0,0,0,0
0,0.211538462,0.709090909,1,1,0,1
0,0.211538462,0.509090909,0,0.333333333,0,0.333333333
0,0.211538462,0,0,0,0,0
0,0.211538462,0.945454545,1,1,1,0.5
0,0.211538462,0.2,0,1,0,0
0,0.211538462,0.145454545,0,0.666666667,0,0
0,0.211538462,0.981818182,1,1,1,0.833333333
0,0.211538462,0.272727273,1,0.333333333,0,0.666666667
0,0.211538462,0.472727273,0,0,0,1
0,0.211538462,0.563636364,1,0.333333333,0,1
0,0.211538462,0.618181818,0,0.666666667,0,1
0,0.211538462,0.418181818,1,1,0,0.666666667
0,0.211538462,0.454545455,1,0,0,0.333333333
0,0.211538462,0.236363636,1,0,0,0.666666667
0,0.211538462,0.727272727,1,0,1,0.5
0,0.211538462,0.818181818,1,0.333333333,1,0.5
0,0.211538462,0.254545455,1,0,0,0.666666667
0,0.211538462,0.436363636,0,0,0,0.333333333
0,0.211538462,0.109090909,0,0.666666667,0,0
0,0.211538462,0.218181818,1,0,0,0.666666667
0,0.211538462,0.745454545,1,0,1,0.5
0,0.211538462,0.927272727,1,0.666666667,1,0.833333333
0,0.211538462,0.636363636,1,0.666666667,0,1
0,0.211538462,0.163636364,0,1,0,0
0,0.211538462,0.8,1,0.333333333,1,0.5
0,0.211538462,0.836363636,1,0.333333333,1,0.833333333
0,0.211538462,0.581818182,0,0.666666667,0,0.333333333
0,0.211538462,0.890909091,1,0.666666667,1,0.5
0,0.211538462,0.018181818,0,0,0,0
0,0.211538462,0.327272727,1,0.666666667,0,0.666666667
0,0.211538462,0.781818182,1,0,1,0.833333333
0,0.211538462,0.363636364,1,0.666666667,0,0.666666667
0,0.211538462,0.127272727,0,0.666666667,0,0
0,0.211538462,0.072727273,0,0.333333333,0,0
0,0.211538462,0.763636364,1,0,1,0.833333333
0,0.211538462,0.854545455,1,0.333333333,1,0.833333333
0,0.211538462,0.181818182,0,1,0,0
0,0.211538462,0.909090909,1,0.666666667,1,0.833333333
0,0.211538462,0.345454545,1,0.666666667,0,0.666666667
0,0.211538462,0.6,1,0.666666667,0,0.333333333
0,0.211538462,0.963636364,1,1,1,0.5
0,0.230769231,0.618181818,0,0.666666667,0,1
0,0.230769231,0.327272727,1,0.666666667,0,0.666666667
0,0.230769231,0.054545455,0,0.333333333,0,0
0,0.230769231,0.036363636,0,0,0,0
0,0.230769231,0.109090909,0,0.666666667,0,0
0,0.230769231,0.018181818,0,0,0,0
0,0.230769231,0.218181818,1,0,0,0.666666667
0,0.230769231,0.509090909,0,0.333333333,0,0.333333333
0,0.230769231,0.963636364,1,1,1,0.5
0,0.230769231,0.254545455,1,0,0,0.666666667
0,0.230769231,0.927272727,1,0.666666667,1,0.833333333
0,0.230769231,1,1,1,1,0.833333333
0,0.230769231,0.090909091,0,0.333333333,0,0
0,0.230769231,0.563636364,1,0.333333333,0,1
0,0.230769231,0.163636364,0,1,0,0
0,0.230769231,0.236363636,1,0,0,0.666666667
0,0.230769231,0.181818182,0,1,0,0
0,0.230769231,0.272727273,1,0.333333333,0,0.666666667
0,0.230769231,0.2,0,1,0,0
0,0.230769231,0.309090909,1,0.333333333,0,0.666666667
0,0.230769231,0.781818182,1,0,1,0.833333333
0,0.230769231,0.763636364,1,0,1,0.833333333
0,0.230769231,0.690909091,0,1,0,1
0,0.230769231,0.4,1,1,0,0.666666667
0,0.230769231,0.345454545,1,0.666666667,0,0.666666667
0,0.230769231,0.727272727,1,0,1,0.5
0,0.230769231,0.527272727,1,0.333333333,0,0.333333333
0,0.230769231,0.581818182,0,0.666666667,0,0.333333333
0,0.230769231,0.945454545,1,1,1,0.5
0,0.230769231,0.872727273,1,0.666666667,1,0.5
0,0.230769231,0.363636364,1,0.666666667,0,0.666666667
0,0.230769231,0.381818182,1,1,0,0.666666667
0,0.230769231,0.490909091,1,0,0,1
0,0.230769231,0.8,1,0.333333333,1,0.5
0,0.230769231,0.290909091,1,0.333333333,0,0.666666667
0,0.230769231,0.145454545,0,0.666666667,0,0
0,0.230769231,0.072727273,0,0.333333333,0,0
0,0.230769231,0.418181818,1,1,0,0.666666667
0,0.230769231,0.6,1,0.666666667,0,0.333333333
0,0.230769231,0.636363636,1,0.666666667,0,1
0,0.230769231,0.890909091,1,0.666666667,1,0.5
0,0.230769231,0.127272727,0,0.666666667,0,0
0,0.230769231,0.981818182,1,1,1,0.833333333
0,0.230769231,0.545454545,0,0.333333333,0,1
0,0.230769231,0.818181818,1,0.333333333,1,0.5
0,0.230769231,0.909090909,1,0.666666667,1,0.833333333
0,0.230769231,0.454545455,1,0,0,0.333333333
0,0.230769231,0,0,0,0,0
0,0.230769231,0.472727273,0,0,0,1
0,0.230769231,0.436363636,0,0,0,0.333333333
0,0.230769231,0.836363636,1,0.333333333,1,0.833333333
0,0.230769231,0.854545455,1,0.333333333,1,0.833333333
0,0.230769231,0.745454545,1,0,1,0.5
0,0.230769231,0.709090909,1,1,0,1
0,0.25,0.6,1,0.666666667,0,0.333333333
0,0.25,0.836363636,1,0.333333333,1,0.833333333
0,0.25,0.727272727,1,0,1,0.5
0,0.25,0.490909091,1,0,0,1
0,0.25,0.072727273,0,0.333333333,0,0
0,0.25,0.8,1,0.333333333,1,0.5
0,0.25,0.054545455,0,0.333333333,0,0
0,0.25,0.218181818,1,0,0,0.666666667
0,0.25,0.818181818,1,0.333333333,1,0.5
0,0.25,0.436363636,0,0,0,0.333333333
0,0.25,0.854545455,1,0.333333333,1,0.833333333
0,0.25,0.981818182,1,1,1,0.833333333
0,0.25,0.345454545,1,0.666666667,0,0.666666667
0,0.25,0.909090909,1,0.666666667,1,0.833333333
0,0.25,0.163636364,0,1,0,0
0,0.25,0.781818182,1,0,1,0.833333333
0,0.25,0.472727273,0,0,0,1
0,0.25,0.563636364,1,0.333333333,0,1
0,0.25,0.018181818,0,0,0,0
0,0.25,0,0,0,0,0
0,0.25,0.709090909,1,1,0,1
0,0.25,0.581818182,0,0.666666667,0,0.333333333
0,0.25,0.545454545,0,0.333333333,0,1
0,0.25,0.745454545,1,0,1,0.5
0,0.25,0.127272727,0,0.666666667,0,0
0,0.25,0.509090909,0,0.333333333,0,0.333333333
0,0.25,0.636363636,1,0.666666667,0,1
0,0.25,0.945454545,1,1,1,0.5
0,0.25,0.890909091,1,0.666666667,1,0.5
0,0.25,0.254545455,1,0,0,0.666666667
0,0.25,0.181818182,0,1,0,0
0,0.25,0.236363636,1,0,0,0.666666667
0,0.25,0.690909091,0,1,0,1
0,0.25,0.872727273,1,0.666666667,1,0.5
0,0.25,0.381818182,1,1,0,0.666666667
0,0.25,0.963636364,1,1,1,0.5
0,0.25,0.418181818,1,1,0,0.666666667
0,0.25,0.145454545,0,0.666666667,0,0
0,0.25,0.618181818,0,0.666666667,0,1
0,0.25,0.036363636,0,0,0,0
0,0.25,0.272727273,1,0.333333333,0,0.666666667
0,0.25,0.454545455,1,0,0,0.333333333
0,0.25,0.4,1,1,0,0.666666667
0,0.25,0.763636364,1,0,1,0.833333333
0,0.25,0.363636364,1,0.666666667,0,0.666666667
0,0.25,0.290909091,1,0.333333333,0,0.666666667
0,0.25,0.927272727,1,0.666666667,1,0.833333333
0,0.25,0.109090909,0,0.666666667,0,0
0,0.25,0.327272727,1,0.666666667,0,0.666666667
0,0.25,1,1,1,1,0.833333333
0,0.25,0.527272727,1,0.333333333,0,0.333333333
0,0.25,0.309090909,1,0.333333333,0,0.666666667
0,0.25,0.090909091,0,0.333333333,0,0
0,0.25,0.2,0,1,0,0
0,0.269230769,0.181818182,0,1,0,0
0,0.269230769,0.018181818,0,0,0,0
0,0.269230769,0.327272727,1,0.666666667,0,0.666666667
0,0.269230769,0.818181818,1,0.333333333,1,0.5
0,0.269230769,0.636363636,1,0.666666667,0,1
0,0.269230769,0.709090909,1,1,0,1
0,0.269230769,0.927272727,1,0.666666667,1,0.833333333
0,0.269230769,0.472727273,0,0,0,1
0,0.269230769,0.890909091,1,0.666666667,1,0.5
0,0.269230769,0.454545455,1,0,0,0.333333333
0,0.269230769,0.290909091,1,0.333333333,0,0.666666667
0,0.269230769,0.163636364,0,1,0,0
0,0.269230769,0.4,1,1,0,0.666666667
0,0.269230769,0.436363636,0,0,0,0.333333333
0,0.269230769,0.254545455,1,0,0,0.666666667
0,0.269230769,0,0,0,0,0
0,0.269230769,0.872727273,1,0.666666667,1,0.5
0,0.269230769,0.909090909,1,0.666666667,1,0.833333333
0,0.269230769,0.345454545,1,0.666666667,0,0.666666667
0,0.269230769,0.8,1,0.333333333,1,0.5
0,0.269230769,0.6,1,0.666666667,0,0.333333333
0,0.269230769,0.381818182,1,1,0,0.666666667
0,0.269230769,0.418181818,1,1,0,0.666666667
0,0.269230769,0.618181818,0,0.666666667,0,1
0,0.269230769,0.963636364,1,1,1,0.5
0,0.269230769,0.545454545,0,0.333333333,0,1
0,0.269230769,0.763636364,1,0,1,0.833333333
0,0.269230769,0.218181818,1,0,0,0.666666667
0,0.269230769,0.145454545,0,0.666666667,0,0
0,0.269230769,0.036363636,0,0,0,0
0,0.269230769,0.690909091,0,1,0,1
0,0.269230769,0.236363636,1,0,0,0.666666667
0,0.269230769,0.2,0,1,0,0
0,0.269230769,0.527272727,1,0.333333333,0,0.333333333
0,0.269230769,0.054545455,0,0.333333333,0,0
0,0.269230769,0.363636364,1,0.666666667,0,0.666666667
0,0.269230769,0.563636364,1,0.333333333,0,1
0,0.269230769,0.109090909,0,0.666666667,0,0
0,0.269230769,0.781818182,1,0,1,0.833333333
0,0.269230769,0.981818182,1,1,1,0.833333333
0,0.269230769,0.727272727,1,0,1,0.5
0,0.269230769,0.272727273,1,0.333333333,0,0.666666667
0,0.269230769,0.490909091,1,0,0,1
0,0.269230769,0.854545455,1,0.333333333,1,0.833333333
0,0.269230769,0.309090909,1,0.333333333,0,0.666666667
0,0.269230769,0.836363636,1,0.333333333,1,0.833333333
0,0.269230769,0.945454545,1,1,1,0.5
0,0.269230769,0.127272727,0,0.666666667,0,0
0,0.269230769,0.509090909,0,0.333333333,0,0.333333333
0,0.269230769,0.090909091,0,0.333333333,0,0
0,0.269230769,0.745454545,1,0,1,0.5
0,0.269230769,0.072727273,0,0.333333333,0,0
0,0.269230769,1,1,1,1,0.833333333
0,0.269230769,0.581818182,0,0.666666667,0,0.333333333
0,0.288461538,0.436363636,0,0,0,0.333333333
0,0.288461538,0.818181818,1,0.333333333,1,0.5
0,0.288461538,0.418181818,1,1,0,0.666666667
0,0.288461538,0.363636364,1,0.666666667,0,0.666666667
0,0.288461538,0.2,0,1,0,0
0,0.288461538,0.254545455,1,0,0,0.666666667
0,0.288461538,0.072727273,0,0.333333333,0,0
0,0.288461538,0.527272727,1,0.333333333,0,0.333333333
0,0.288461538,0.236363636,1,0,0,0.666666667
0,0.288461538,0.854545455,1,0.333333333,1,0.833333333
0,0.288461538,0.345454545,1,0.666666667,0,0.666666667
0,0.288461538,0.745454545,1,0,1,0.5
0,0.288461538,0.563636364,1,0.333333333,0,1
0,0.288461538,0.054545455,0,0.333333333,0,0
0,0.288461538,0.981818182,1,1,1,0.833333333
0,0.288461538,0.036363636,0,0,0,0
0,0.288461538,1,1,1,1,0.833333333
0,0.288461538,0.836363636,1,0.333333333,1,0.833333333
0,0.288461538,0.636363636,1,0.666666667,0,1
0,0.288461538,0.872727273,1,0.666666667,1,0.5
0,0.288461538,0.6,1,0.666666667,0,0.333333333
0,0.288461538,0.309090909,1,0.333333333,0,0.666666667
0,0.288461538,0.163636364,0,1,0,0
0,0.288461538,0.945454545,1,1,1,0.5
0,0.288461538,0.781818182,1,0,1,0.833333333
0,0.288461538,0.709090909,1,1,0,1
0,0.288461538,0.127272727,0,0.666666667,0,0
0,0.288461538,0.090909091,0,0.333333333,0,0
0,0.288461538,0.327272727,1,0.666666667,0,0.666666667
0,0.288461538,0.472727273,0,0,0,1
0,0.288461538,0.272727273,1,0.333333333,0,0.666666667
0,0.288461538,0.381818182,1,1,0,0.666666667
0,0.288461538,0.581818182,0,0.666666667,0,0.333333333
0,0.288461538,0.181818182,0,1,0,0
0,0.288461538,0.4,1,1,0,0.666666667
0,0.288461538,0.927272727,1,0.666666667,1,0.833333333
0,0.288461538,0.454545455,1,0,0,0.333333333
0,0.288461538,0.963636364,1,1,1,0.5
0,0.288461538,0.109090909,0,0.666666667,0,0
0,0.288461538,0.890909091,1,0.666666667,1,0.5
0,0.288461538,0.509090909,0,0.333333333,0,0.333333333
0,0.288461538,0.018181818,0,0,0,0
0,0.288461538,0.690909091,0,1,0,1
0,0.288461538,0.763636364,1,0,1,0.833333333
0,0.288461538,0.8,1,0.333333333,1,0.5
0,0.288461538,0.545454545,0,0.333333333,0,1
0,0.288461538,0.145454545,0,0.666666667,0,0
0,0.288461538,0.618181818,0,0.666666667,0,1
0,0.288461538,0.490909091,1,0,0,1
0,0.288461538,0.218181818,1,0,0,0.666666667
0,0.288461538,0,0,0,0,0
0,0.288461538,0.727272727,1,0,1,0.5
0,0.288461538,0.290909091,1,0.333333333,0,0.666666667
0,0.288461538,0.909090909,1,0.666666667,1,0.833333333
0,0.307692308,0.436363636,0,0,0,0.333333333
0,0.307692308,0,0,0,0,0
0,0.307692308,0.090909091,0,0.333333333,0,0
0,0.307692308,0.2,0,1,0,0
0,0.307692308,0.527272727,1,0.333333333,0,0.333333333
0,0.307692308,0.581818182,0,0.666666667,0,0.333333333
0,0.307692308,0.836363636,1,0.333333333,1,0.833333333
0,0.307692308,0.454545455,1,0,0,0.333333333
0,0.307692308,0.545454545,0,0.333333333,0,1
0,0.307692308,0.418181818,1,1,0,0.666666667
0,0.307692308,0.927272727,1,0.666666667,1,0.833333333
0,0.307692308,0.509090909,0,0.333333333,0,0.333333333
0,0.307692308,0.363636364,1,0.666666667,0,0.666666667
0,0.307692308,0.290909091,1,0.333333333,0,0.666666667
0,0.307692308,0.072727273,0,0.333333333,0,0
0,0.307692308,0.472727273,0,0,0,1
0,0.307692308,1,1,1,1,0.833333333
0,0.307692308,0.109090909,0,0.666666667,0,0
0,0.307692308,0.854545455,1,0.333333333,1,0.833333333
0,0.307692308,0.381818182,1,1,0,0.666666667
0,0.307692308,0.272727273,1,0.333333333,0,0.666666667
0,0.307692308,0.981818182,1,1,1,0.833333333
0,0.307692308,0.636363636,1,0.666666667,0,1
0,0.307692308,0.781818182,1,0,1,0.833333333
0,0.307692308,0.327272727,1,0.666666667,0,0.666666667
0,0.307692308,0.818181818,1,0.333333333,1,0.5
0,0.307692308,0.218181818,1,0,0,0.666666667
0,0.307692308,0.309090909,1,0.333333333,0,0.666666667
0,0.307692308,0.6,1,0.666666667,0,0.333333333
0,0.307692308,0.727272727,1,0,1,0.5
0,0.307692308,0.8,1,0.333333333,1,0.5
0,0.307692308,0.890909091,1,0.666666667,1,0.5
0,0.307692308,0.945454545,1,1,1,0.5
0,0.307692308,0.763636364,1,0,1,0.833333333
0,0.307692308,0.345454545,1,0.666666667,0,0.666666667
0,0.307692308,0.690909091,0,1,0,1
0,0.307692308,0.563636364,1,0.333333333,0,1
0,0.307692308,0.054545455,0,0.333333333,0,0
0,0.307692308,0.181818182,0,1,0,0
0,0.307692308,0.618181818,0,0.666666667,0,1
0,0.307692308,0.709090909,1,1,0,1
0,0.307692308,0.127272727,0,0.666666667,0,0
0,0.307692308,0.163636364,0,1,0,0
0,0.307692308,0.036363636,0,0,0,0
0,0.307692308,0.490909091,1,0,0,1
0,0.307692308,0.963636364,1,1,1,0.5
0,0.307692308,0.872727273,1,0.666666667,1,0.5
0,0.307692308,0.236363636,1,0,0,0.666666667
0,0.307692308,0.4,1,1,0,0.666666667
0,0.307692308,0.745454545,1,0,1,0.5
0,0.307692308,0.909090909,1,0.666666667,1,0.833333333
0,0.307692308,0.145454545,0,0.666666667,0,0
0,0.307692308,0.018181818,0,0,0,0
0,0.307692308,0.254545455,1,0,0,0.666666667
0,0.326923077,0.836363636,1,0.333333333,1,0.833333333
0,0.326923077,0.8,1,0.333333333,1,0.5
0,0.326923077,0.181818182,0,1,0,0
0,0.326923077,0.054545455,0,0.333333333,0,0
0,0.326923077,0.090909091,0,0.333333333,0,0
0,0.326923077,0.418181818,1,1,0,0.666666667
0,0.326923077,0.163636364,0,1,0,0
0,0.326923077,0.327272727,1,0.666666667,0,0.666666667
0,0.326923077,0.709090909,1,1,0,1
0,0.326923077,0.290909091,1,0.333333333,0,0.666666667
0,0.326923077,0.854545455,1,0.333333333,1,0.833333333
0,0.326923077,0.636363636,1,0.666666667,0,1
0,0.326923077,0.927272727,1,0.666666667,1,0.833333333
0,0.326923077,0.909090909,1,0.666666667,1,0.833333333
0,0.326923077,0.381818182,1,1,0,0.666666667
0,0.326923077,0.254545455,1,0,0,0.666666667
0,0.326923077,0.272727273,1,0.333333333,0,0.666666667
0,0.326923077,0.690909091,0,1,0,1
0,0.326923077,0.818181818,1,0.333333333,1,0.5
0,0.326923077,0.872727273,1,0.666666667,1,0.5
0,0.326923077,0.763636364,1,0,1,0.833333333
0,0.326923077,0.309090909,1,0.333333333,0,0.666666667
0,0.326923077,0.218181818,1,0,0,0.666666667
0,0.326923077,0.963636364,1,1,1,0.5
0,0.326923077,0.018181818,0,0,0,0
0,0.326923077,0.745454545,1,0,1,0.5
0,0.326923077,0.490909091,1,0,0,1
0,0.326923077,0.563636364,1,0.333333333,0,1
0,0.326923077,0.6,1,0.666666667,0,0.333333333
0,0.326923077,0.581818182,0,0.666666667,0,0.333333333
0,0.326923077,0.890909091,1,0.666666667,1,0.5
0,0.326923077,0,0,0,0,0
0,0.326923077,0.436363636,0,0,0,0.333333333
0,0.326923077,0.509090909,0,0.333333333,0,0.333333333
0,0.326923077,1,1,1,1,0.833333333
0,0.326923077,0.454545455,1,0,0,0.333333333
0,0.326923077,0.2,0,1,0,0
0,0.326923077,0.781818182,1,0,1,0.833333333
0,0.326923077,0.618181818,0,0.666666667,0,1
0,0.326923077,0.109090909,0,0.666666667,0,0
0,0.326923077,0.072727273,0,0.333333333,0,0
0,0.326923077,0.727272727,1,0,1,0.5
0,0.326923077,0.345454545,1,0.666666667,0,0.666666667
0,0.326923077,0.945454545,1,1,1,0.5
0,0.326923077,0.036363636,0,0,0,0
0,0.326923077,0.527272727,1,0.333333333,0,0.333333333
0,0.326923077,0.472727273,0,0,0,1
0,0.326923077,0.145454545,0,0.666666667,0,0
0,0.326923077,0.4,1,1,0,0.666666667
0,0.326923077,0.981818182,1,1,1,0.833333333
0,0.326923077,0.127272727,0,0.666666667,0,0
0,0.326923077,0.545454545,0,0.333333333,0,1
0,0.326923077,0.363636364,1,0.666666667,0,0.666666667
0,0.326923077,0.236363636,1,0,0,0.666666667
0,0.346153846,0.381818182,1,1,0,0.666666667
0,0.346153846,0.236363636,1,0,0,0.666666667
0,0.346153846,0.709090909,1,1,0,1
0,0.346153846,0.090909091,0,0.333333333,0,0
0,0.346153846,0.763636364,1,0,1,0.833333333
0,0.346153846,0.745454545,1,0,1,0.5
0,0.346153846,0.454545455,1,0,0,0.333333333
0,0.346153846,0.818181818,1,0.333333333,1,0.5
0,0.346153846,0.836363636,1,0.333333333,1,0.833333333
0,0.346153846,0.509090909,0,0.333333333,0,0.333333333
0,0.346153846,0.927272727,1,0.666666667,1,0.833333333
0,0.346153846,0.345454545,1,0.666666667,0,0.666666667
0,0.346153846,0.981818182,1,1,1,0.833333333
0,0.346153846,0.018181818,0,0,0,0
0,0.346153846,0,0,0,0,0
0,0.346153846,0.963636364,1,1,1,0.5
0,0.346153846,0.909090909,1,0.666666667,1,0.833333333
0,0.346153846,0.163636364,0,1,0,0
0,0.346153846,0.490909091,1,0,0,1
0,0.346153846,0.563636364,1,0.333333333,0,1
0,0.346153846,0.109090909,0,0.666666667,0,0
0,0.346153846,0.890909091,1,0.666666667,1,0.5
0,0.346153846,0.436363636,0,0,0,0.333333333
0,0.346153846,0.363636364,1,0.666666667,0,0.666666667
0,0.346153846,0.636363636,1,0.666666667,0,1
0,0.346153846,0.218181818,1,0,0,0.666666667
0,0.346153846,0.527272727,1,0.333333333,0,0.333333333
0,0.346153846,0.690909091,0,1,0,1
0,0.346153846,0.781818182,1,0,1,0.833333333
0,0.346153846,0.145454545,0,0.666666667,0,0
0,0.346153846,0.727272727,1,0,1,0.5
0,0.346153846,0.327272727,1,0.666666667,0,0.666666667
0,0.346153846,0.6,1,0.666666667,0,0.333333333
0,0.346153846,0.036363636,0,0,0,0
0,0.346153846,0.072727273,0,0.333333333,0,0
0,0.346153846,0.618181818,0,0.666666667,0,1
0,0.346153846,0.8,1,0.333333333,1,0.5
0,0.346153846,0.945454545,1,1,1,0.5
0,0.346153846,0.254545455,1,0,0,0.666666667
0,0.346153846,0.545454545,0,0.333333333,0,1
0,0.346153846,0.290909091,1,0.333333333,0,0.666666667
0,0.346153846,0.581818182,0,0.666666667,0,0.333333333
0,0.346153846,0.4,1,1,0,0.666666667
0,0.346153846,1,1,1,1,0.833333333
0,0.346153846,0.854545455,1,0.333333333,1,0.833333333
0,0.346153846,0.054545455,0,0.333333333,0,0
0,0.346153846,0.2,0,1,0,0
0,0.346153846,0.127272727,0,0.666666667,0,0
0,0.346153846,0.272727273,1,0.333333333,0,0.666666667
0,0.346153846,0.309090909,1,0.333333333,0,0.666666667
0,0.346153846,0.418181818,1,1,0,0.666666667
0,0.346153846,0.872727273,1,0.666666667,1,0.5
0,0.346153846,0.472727273,0,0,0,1
0,0.346153846,0.181818182,0,1,0,0
0,0.365384615,0.981818182,1,1,1,0.833333333
0,0.365384615,0.163636364,0,1,0,0
0,0.365384615,0,0,0,0,0
0,0.365384615,0.472727273,0,0,0,1
0,0.365384615,0.127272727,0,0.666666667,0,0
0,0.365384615,0.290909091,1,0.333333333,0,0.666666667
0,0.365384615,0.381818182,1,1,0,0.666666667
0,0.365384615,0.563636364,1,0.333333333,0,1
0,0.365384615,0.072727273,0,0.333333333,0,0
0,0.365384615,0.036363636,0,0,0,0
0,0.365384615,0.4,1,1,0,0.666666667
0,0.365384615,0.2,0,1,0,0
0,0.365384615,0.509090909,0,0.333333333,0,0.333333333
0,0.365384615,0.836363636,1,0.333333333,1,0.833333333
0,0.365384615,0.145454545,0,0.666666667,0,0
0,0.365384615,0.636363636,1,0.666666667,0,1
0,0.365384615,0.963636364,1,1,1,0.5
0,0.365384615,0.8,1,0.333333333,1,0.5
0,0.365384615,0.090909091,0,0.333333333,0,0
0,0.365384615,0.454545455,1,0,0,0.333333333
0,0.365384615,0.109090909,0,0.666666667,0,0
0,0.365384615,0.327272727,1,0.666666667,0,0.666666667
0,0.365384615,0.418181818,1,1,0,0.666666667
0,0.365384615,0.727272727,1,0,1,0.5
0,0.365384615,0.618181818,0,0.666666667,0,1
0,0.365384615,0.218181818,1,0,0,0.666666667
0,0.365384615,0.581818182,0,0.666666667,0,0.333333333
0,0.365384615,0.254545455,1,0,0,0.666666667
0,0.365384615,1,1,1,1,0.833333333
0,0.365384615,0.363636364,1,0.666666667,0,0.666666667
0,0.365384615,0.763636364,1,0,1,0.833333333
0,0.365384615,0.945454545,1,1,1,0.5
0,0.365384615,0.545454545,0,0.333333333,0,1
0,0.365384615,0.490909091,1,0,0,1
0,0.365384615,0.309090909,1,0.333333333,0,0.666666667
0,0.365384615,0.909090909,1,0.666666667,1,0.833333333
0,0.365384615,0.927272727,1,0.666666667,1,0.833333333
0,0.365384615,0.181818182,0,1,0,0
0,0.365384615,0.781818182,1,0,1,0.833333333
0,0.365384615,0.6,1,0.666666667,0,0.333333333
0,0.365384615,0.818181818,1,0.333333333,1,0.5
0,0.365384615,0.890909091,1,0.666666667,1,0.5
0,0.365384615,0.436363636,0,0,0,0.333333333
0,0.365384615,0.345454545,1,0.666666667,0,0.666666667
0,0.365384615,0.709090909,1,1,0,1
0,0.365384615,0.872727273,1,0.666666667,1,0.5
0,0.365384615,0.236363636,1,0,0,0.666666667
0,0.365384615,0.527272727,1,0.333333333,0,0.333333333
0,0.365384615,0.054545455,0,0.333333333,0,0
0,0.365384615,0.745454545,1,0,1,0.5
0,0.365384615,0.018181818,0,0,0,0
0,0.365384615,0.272727273,1,0.333333333,0,0.666666667
0,0.365384615,0.854545455,1,0.333333333,1,0.833333333
0,0.365384615,0.690909091,0,1,0,1
0,0.384615385,0.527272727,1,0.333333333,0,0.333333333
